filename,filepath,haplotype_count,load_time,matrix_rows,matrix_cols,matrix_size,matrix_density,ones_count,zeros_count,row_min_sum,row_max_sum,row_mean_sum,row_std_sum,col_min_sum,col_max_sum,col_mean_sum,col_std_sum,ilp_calls_total,preprocessing_time,clustering_time,total_time,ilp_time_total,ilp_time_ratio,avg_ilp_time,patterns_found,regions_found,clustering_steps,regions_processed,matrix_operations,avg_region_size,largest_region,smallest_region,ilp_calls_per_pattern,time_per_ilp_call,patterns_per_second,matrix_complexity,solver_success_count,solver_failed_count,solver_error_count,error
matrix_edge_8_555000.csv,2/matrix_edge_8_555000.csv,2,0.09221649169921875,63,67,4221.0,0.9381663113006397,3960.0,261.0,47.0,67.0,62.857142857142854,5.66206295585803,46.0,63.0,59.1044776119403,4.011678207501637,0,0.0034532546997070312,9.5367431640625e-06,0.0034627914428710938,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3960.0,0.0,0.0,0.0,
matrix_edge_67_510000.csv,2/matrix_edge_67_510000.csv,2,0.0950326919555664,67,67,4489.0,0.9529962129650256,4278.0,211.0,60.0,66.0,63.850746268656714,1.4888012942731348,17.0,67.0,63.850746268656714,6.186778708372125,0,0.0029358863830566406,1.049041748046875e-05,0.0029463768005371094,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4278.0,0.0,0.0,0.0,
matrix_edge_8_1695000.csv,2/matrix_edge_8_1695000.csv,2,0.10259008407592773,63,76,4788.0,0.9486215538847118,4542.0,246.0,66.0,76.0,72.0952380952381,2.230483510215308,29.0,63.0,59.76315789473684,4.991752200149846,0,0.0029854774475097656,1.1205673217773438e-05,0.002996683120727539,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4542.0,0.0,0.0,0.0,
matrix_edge_54_240000.csv,2/matrix_edge_54_240000.csv,2,0.10631442070007324,109,46,5014.0,0.9409652971679298,4718.0,296.0,38.0,46.0,43.28440366972477,2.0412792495553935,53.0,107.0,102.56521739130434,11.99212091680099,0,0.0027637481689453125,1.0967254638671875e-05,0.0027747154235839844,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4718.0,0.0,0.0,0.0,
matrix_edge_19_90000.csv,2/matrix_edge_19_90000.csv,2,0.10688567161560059,67,75,5025.0,0.9643781094527363,4846.0,179.0,68.0,75.0,72.32835820895522,1.8397603648422673,62.0,66.0,64.61333333333333,0.7464285334548483,0,0.0023174285888671875,9.298324584960938e-06,0.0023267269134521484,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4846.0,0.0,0.0,0.0,
matrix_edge_43_320000.csv,2/matrix_edge_43_320000.csv,2,0.1656932830810547,47,112,5264.0,0.9635258358662614,5072.0,192.0,101.0,112.0,107.91489361702128,2.5668076640892563,43.0,47.0,45.285714285714285,0.7249208260780156,0,0.009927988052368164,1.3113021850585938e-05,0.00994110107421875,0.0,0.0,0.0,0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5072.0,0.0,0.0,0.0,
matrix_edge_30_100000.csv,2/matrix_edge_30_100000.csv,2,0.1315760612487793,34,185,6290.0,0.9567567567567568,6018.0,272.0,167.0,184.0,177.0,4.358898943540674,28.0,34.0,32.52972972972973,0.7572585209124566,0,0.012983560562133789,1.33514404296875e-05,0.012996912002563477,0.0,0.0,0.0,0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6018.0,0.0,0.0,0.0,
matrix_edge_65_180000.csv,2/matrix_edge_65_180000.csv,2,0.1392054557800293,33,198,6534.0,0.9553106825834099,6242.0,292.0,175.0,196.0,189.15151515151516,4.671779961358004,27.0,33.0,31.525252525252526,0.8083332938885881,0,0.015492916107177734,1.5974044799804688e-05,0.015508890151977539,0.0,0.0,0.0,0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6242.0,0.0,0.0,0.0,
matrix_edge_65_360000.csv,2/matrix_edge_65_360000.csv,2,0.13587450981140137,111,59,6549.0,0.8960146587265231,5868.0,681.0,41.0,59.0,52.86486486486486,6.273764171024472,68.0,110.0,99.45762711864407,15.467102359084047,0,0.0029754638671875,1.0251998901367188e-05,0.002985715866088867,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5868.0,0.0,0.0,0.0,
matrix_edge_65_240000.csv,2/matrix_edge_65_240000.csv,2,0.13585305213928223,54,122,6588.0,0.9523375834851244,6274.0,314.0,97.0,121.0,116.18518518518519,5.627558098402151,4.0,54.0,51.42622950819672,4.593148912340263,0,0.010429143905639648,1.3113021850585938e-05,0.010442256927490234,0.0,0.0,0.0,0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6274.0,0.0,0.0,0.0,
matrix_edge_21_390000.csv,2/matrix_edge_21_390000.csv,2,0.14001679420471191,78,88,6864.0,0.958916083916084,6582.0,282.0,80.0,88.0,84.38461538461539,1.9626693572573963,44.0,77.0,74.79545454545455,4.109742003927129,0,0.0026636123657226562,9.298324584960938e-06,0.002672910690307617,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6582.0,0.0,0.0,0.0,
matrix_edge_65_175000.csv,2/matrix_edge_65_175000.csv,2,0.21801185607910156,36,194,6984.0,0.9574742268041238,6687.0,297.0,167.0,193.0,185.75,4.9518515055818595,32.0,36.0,34.46907216494845,0.6823036819333815,0,0.011170625686645508,1.3589859008789062e-05,0.011184215545654297,0.0,0.0,0.0,0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6687.0,0.0,0.0,0.0,
matrix_edge_67_555000.csv,2/matrix_edge_67_555000.csv,2,0.14647197723388672,63,111,6993.0,0.9236379236379236,6459.0,534.0,76.0,111.0,102.52380952380952,11.926836676444262,48.0,63.0,58.189189189189186,4.918275376178031,0,0.006966590881347656,1.1682510375976562e-05,0.006978273391723633,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6459.0,0.0,0.0,0.0,
matrix_edge_65_145000.csv,2/matrix_edge_65_145000.csv,2,0.14962339401245117,39,182,7098.0,0.9523809523809523,6760.0,338.0,167.0,178.0,173.33333333333334,3.0994898946177596,1.0,39.0,37.142857142857146,4.625707973307125,0,0.01279306411743164,1.3828277587890625e-05,0.012806892395019531,0.0,0.0,0.0,0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6760.0,0.0,0.0,0.0,
matrix_edge_29_25000.csv,2/matrix_edge_29_25000.csv,2,0.14835071563720703,49,148,7252.0,0.9666298952013238,7010.0,242.0,136.0,147.0,143.0612244897959,2.860056823078343,46.0,49.0,47.36486486486486,0.7636031997073873,0,0.011430501937866211,1.3589859008789062e-05,0.011444091796875,0.0,0.0,0.0,0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7010.0,0.0,0.0,0.0,
matrix_edge_7_295000.csv,2/matrix_edge_7_295000.csv,2,0.15435361862182617,33,221,7293.0,0.9624297271356095,7019.0,274.0,204.0,220.0,212.6969696969697,3.919530340486066,27.0,33.0,31.760180995475114,0.8409475176380709,0,0.016364097595214844,1.5974044799804688e-05,0.01638007164001465,0.0,0.0,0.0,0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7019.0,0.0,0.0,0.0,
matrix_edge_30_90000.csv,2/matrix_edge_30_90000.csv,2,0.15691637992858887,32,235,7520.0,0.9575797872340426,7201.0,319.0,214.0,231.0,225.03125,3.900996467250387,29.0,32.0,30.642553191489363,0.7204445084278572,0,0.01900005340576172,1.621246337890625e-05,0.019016265869140625,0.0,0.0,0.0,0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7201.0,0.0,0.0,0.0,
matrix_edge_65_125000.csv,2/matrix_edge_65_125000.csv,2,0.15665030479431152,79,96,7584.0,0.939873417721519,7128.0,456.0,81.0,95.0,90.22784810126582,2.9422688528146486,32.0,79.0,74.25,7.959533068382005,0,0.0036268234252929688,1.0728836059570312e-05,0.003637552261352539,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7128.0,0.0,0.0,0.0,
matrix_edge_8_1330000.csv,2/matrix_edge_8_1330000.csv,2,0.1548454761505127,93,82,7626.0,0.9190925780225544,7009.0,617.0,67.0,81.0,75.36559139784946,3.4228358557502983,45.0,93.0,85.47560975609755,12.620372235394042,0,0.004126787185668945,1.0728836059570312e-05,0.004137516021728516,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.0,0.0,0.0,0.0,
matrix_edge_33_230000.csv,2/matrix_edge_33_230000.csv,2,0.15593171119689941,82,94,7708.0,0.9512195121951219,7332.0,376.0,81.0,94.0,89.41463414634147,2.713791423551439,43.0,81.0,78.0,6.679597388809878,0,0.0077838897705078125,1.1205673217773438e-05,0.007795095443725586,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7332.0,0.0,0.0,0.0,
matrix_edge_30_95000.csv,2/matrix_edge_30_95000.csv,2,0.16835689544677734,35,229,8015.0,0.9575795383655645,7675.0,340.0,203.0,227.0,219.28571428571428,5.644574783789822,31.0,35.0,33.51528384279476,0.651489749138384,0,0.017163515090942383,1.3589859008789062e-05,0.017177104949951172,0.0,0.0,0.0,0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7675.0,0.0,0.0,0.0,
matrix_edge_7_135000.csv,2/matrix_edge_7_135000.csv,2,0.17096590995788574,32,253,8096.0,0.9613389328063241,7783.0,313.0,230.0,251.0,243.21875,5.072809718242938,29.0,32.0,30.76284584980237,0.6646665513316136,0,0.018517732620239258,1.4543533325195312e-05,0.018532276153564453,0.0,0.0,0.0,0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7783.0,0.0,0.0,0.0,
matrix_edge_67_610000.csv,2/matrix_edge_67_610000.csv,2,0.16942596435546875,74,111,8214.0,0.9138056975894814,7506.0,708.0,89.0,109.0,101.43243243243244,5.666595052470035,32.0,74.0,67.62162162162163,10.43128873906435,0,0.0037910938262939453,1.049041748046875e-05,0.003801584243774414,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7506.0,0.0,0.0,0.0,
matrix_edge_21_365000.csv,2/matrix_edge_21_365000.csv,2,0.17348456382751465,79,104,8216.0,0.9696932814021422,7967.0,249.0,95.0,104.0,100.84810126582279,2.239397565886786,73.0,79.0,76.60576923076923,0.924228048268987,0,0.003020763397216797,1.0251998901367188e-05,0.003031015396118164,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7967.0,0.0,0.0,0.0,
matrix_edge_7_245000.csv,2/matrix_edge_7_245000.csv,2,0.17324256896972656,33,252,8316.0,0.961038961038961,7992.0,324.0,228.0,248.0,242.1818181818182,5.077905470461433,29.0,33.0,31.714285714285715,0.7384791628224201,0,0.020250558853149414,1.5497207641601562e-05,0.020266056060791016,0.0,0.0,0.0,0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7992.0,0.0,0.0,0.0,
matrix_edge_66_170000.csv,2/matrix_edge_66_170000.csv,2,0.17278742790222168,79,106,8374.0,0.9631000716503463,8065.0,309.0,92.0,106.0,102.0886075949367,2.3448833250384937,40.0,79.0,76.08490566037736,3.6345250254897623,0,0.0031239986419677734,9.775161743164062e-06,0.0031337738037109375,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8065.0,0.0,0.0,0.0,
matrix_edge_66_175000.csv,2/matrix_edge_66_175000.csv,2,0.16980624198913574,85,99,8415.0,0.9619726678550208,8095.0,320.0,87.0,99.0,95.23529411764706,2.1943620743839904,38.0,84.0,81.76767676767676,4.525635806279204,0,0.007341623306274414,1.0251998901367188e-05,0.007351875305175781,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8095.0,0.0,0.0,0.0,
matrix_edge_26_0.csv,2/matrix_edge_26_0.csv,2,0.1725602149963379,71,120,8520.0,0.9487089201877934,8083.0,437.0,105.0,118.0,113.84507042253522,2.7457926192115676,31.0,71.0,67.35833333333333,6.886939128201697,0,0.008008241653442383,1.2159347534179688e-05,0.008020401000976562,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8083.0,0.0,0.0,0.0,
matrix_edge_8_660000.csv,2/matrix_edge_8_660000.csv,2,0.1767714023590088,93,92,8556.0,0.9491584852734923,8121.0,435.0,82.0,91.0,87.3225806451613,2.136026309302859,45.0,92.0,88.27173913043478,8.67668447606368,0,0.005908489227294922,1.0251998901367188e-05,0.005918741226196289,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8121.0,0.0,0.0,0.0,
matrix_edge_43_90000.csv,2/matrix_edge_43_90000.csv,2,0.18137264251708984,81,108,8748.0,0.9131229995427527,7988.0,760.0,87.0,106.0,98.61728395061728,5.410478861613327,37.0,81.0,73.96296296296296,11.581375474766247,0,0.007965564727783203,1.049041748046875e-05,0.007976055145263672,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7988.0,0.0,0.0,0.0,
matrix_edge_8_1045000.csv,2/matrix_edge_8_1045000.csv,2,0.18085575103759766,81,108,8748.0,0.9555326931870142,8359.0,389.0,96.0,108.0,103.19753086419753,2.4465634910449525,42.0,81.0,77.39814814814815,5.7621687898947656,0,0.008150815963745117,1.1205673217773438e-05,0.00816202163696289,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8359.0,0.0,0.0,0.0,
matrix_edge_8_805000.csv,2/matrix_edge_8_805000.csv,2,0.1835777759552002,40,219,8760.0,0.9664383561643836,8466.0,294.0,205.0,219.0,211.65,3.588523373199623,36.0,40.0,38.657534246575345,0.7860515409837193,0,0.015867948532104492,1.5974044799804688e-05,0.015883922576904297,0.0,0.0,0.0,0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8466.0,0.0,0.0,0.0,
matrix_edge_8_1170000.csv,2/matrix_edge_8_1170000.csv,2,0.18037128448486328,80,110,8800.0,0.9543181818181818,8398.0,402.0,99.0,109.0,104.975,2.1850343246731843,36.0,80.0,76.34545454545454,6.125114267782148,0,0.003928661346435547,1.0728836059570312e-05,0.003939390182495117,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8398.0,0.0,0.0,0.0,
matrix_edge_67_35000.csv,2/matrix_edge_67_35000.csv,2,0.18099236488342285,84,106,8904.0,0.9667565139263252,8608.0,296.0,96.0,106.0,102.47619047619048,1.996879652024929,78.0,83.0,81.20754716981132,1.0344717103300225,0,0.006022214889526367,9.775161743164062e-06,0.006031990051269531,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8608.0,0.0,0.0,0.0,
matrix_edge_8_795000.csv,2/matrix_edge_8_795000.csv,2,0.18381285667419434,47,190,8930.0,0.9585666293393057,8560.0,370.0,173.0,188.0,182.12765957446808,4.024483692412412,1.0,47.0,45.05263157894737,4.33193386024407,0,0.017763614654541016,1.5497207641601562e-05,0.017779111862182617,0.0,0.0,0.0,0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8560.0,0.0,0.0,0.0,
matrix_edge_7_270000.csv,2/matrix_edge_7_270000.csv,2,0.18320131301879883,36,249,8964.0,0.9607318161535029,8612.0,352.0,224.0,247.0,239.22222222222223,4.8996094578554095,21.0,36.0,34.5863453815261,1.0983623704296586,0,0.018907546997070312,1.5735626220703125e-05,0.018923282623291016,0.0,0.0,0.0,0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8612.0,0.0,0.0,0.0,
matrix_edge_8_310000.csv,2/matrix_edge_8_310000.csv,2,0.1882319450378418,41,221,9061.0,0.9436044586690211,8550.0,511.0,191.0,215.0,208.53658536585365,4.208571746465978,0.0,41.0,38.68778280542986,5.59874622906253,0,0.019233226776123047,1.52587890625e-05,0.019248485565185547,0.0,0.0,0.0,0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8550.0,0.0,0.0,0.0,
matrix_edge_26_20000.csv,2/matrix_edge_26_20000.csv,2,0.18552136421203613,77,118,9086.0,0.8854281311908431,8045.0,1041.0,87.0,114.0,104.48051948051948,7.694846292837807,33.0,77.0,68.17796610169492,12.725678934258632,0,0.005936145782470703,1.5497207641601562e-05,0.005951642990112305,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8045.0,0.0,0.0,0.0,
matrix_edge_43_0.csv,2/matrix_edge_43_0.csv,2,0.1841723918914795,77,118,9086.0,0.9239489324235087,8395.0,691.0,99.0,116.0,109.02597402597402,4.717951420872725,35.0,77.0,71.14406779661017,9.868006361708815,0,0.004765033721923828,1.1205673217773438e-05,0.0047762393951416016,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8395.0,0.0,0.0,0.0,
matrix_edge_43_290000.csv,2/matrix_edge_43_290000.csv,2,0.18355250358581543,82,111,9102.0,0.9022192924631949,8212.0,890.0,88.0,109.0,100.14634146341463,5.772351998165029,38.0,82.0,73.98198198198199,12.403851466656741,0,0.007409334182739258,1.0967254638671875e-05,0.00742030143737793,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8212.0,0.0,0.0,0.0,
matrix_edge_8_1360000.csv,2/matrix_edge_8_1360000.csv,2,0.18554282188415527,79,116,9164.0,0.892841553906591,8182.0,982.0,97.0,110.0,103.56962025316456,3.161010671191617,38.0,78.0,70.53448275862068,13.192494623369521,0,0.004712820053100586,1.1205673217773438e-05,0.004724025726318359,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8182.0,0.0,0.0,0.0,
matrix_edge_29_55000.csv,2/matrix_edge_29_55000.csv,2,0.18595027923583984,51,180,9180.0,0.9675381263616558,8882.0,298.0,164.0,180.0,174.15686274509804,3.5775583141250142,46.0,51.0,49.34444444444444,1.0128190702863975,0,0.01616668701171875,1.4543533325195312e-05,0.016181230545043945,0.0,0.0,0.0,0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8882.0,0.0,0.0,0.0,
matrix_edge_8_890000.csv,2/matrix_edge_8_890000.csv,2,0.1985926628112793,26,355,9230.0,0.9551462621885157,8816.0,414.0,315.0,350.0,339.0769230769231,7.6506564671731425,22.0,26.0,24.833802816901407,0.6780135986778326,0,0.02316737174987793,1.5735626220703125e-05,0.023183107376098633,0.0,0.0,0.0,0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8816.0,0.0,0.0,0.0,
matrix_edge_8_1030000.csv,2/matrix_edge_8_1030000.csv,2,0.19322443008422852,77,121,9317.0,0.9286250939143501,8652.0,665.0,100.0,121.0,112.36363636363636,6.216670280323873,41.0,77.0,71.50413223140495,9.261244197281938,0,0.0048177242279052734,1.0013580322265625e-05,0.004827737808227539,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8652.0,0.0,0.0,0.0,
matrix_edge_7_0.csv,2/matrix_edge_7_0.csv,2,0.19139409065246582,58,161,9338.0,0.9630541871921182,8993.0,345.0,144.0,161.0,155.05172413793105,3.461225683806958,53.0,57.0,55.857142857142854,0.7948369328221808,0,0.009291648864746094,1.1920928955078125e-05,0.009303569793701172,0.0,0.0,0.0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8993.0,0.0,0.0,0.0,
matrix_edge_8_370000.csv,2/matrix_edge_8_370000.csv,2,0.1882474422454834,85,110,9350.0,0.9515508021390374,8897.0,453.0,97.0,110.0,104.67058823529412,2.9321272554605353,49.0,85.0,80.88181818181818,6.5833561738976805,0,0.0076258182525634766,1.0967254638671875e-05,0.0076367855072021484,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8897.0,0.0,0.0,0.0,
matrix_edge_67_605000.csv,2/matrix_edge_67_605000.csv,2,0.19195866584777832,78,120,9360.0,0.9573717948717949,8961.0,399.0,106.0,119.0,114.88461538461539,2.810149960551742,31.0,78.0,74.675,5.8880705668325675,0,0.007600069046020508,1.0728836059570312e-05,0.007610797882080078,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8961.0,0.0,0.0,0.0,
matrix_edge_67_55000.csv,2/matrix_edge_67_55000.csv,2,0.19701433181762695,92,102,9384.0,0.9483162830349531,8899.0,485.0,89.0,101.0,96.72826086956522,2.5880295545888434,38.0,91.0,87.24509803921569,8.804451051810195,0,0.008945941925048828,1.0967254638671875e-05,0.0089569091796875,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8899.0,0.0,0.0,0.0,
matrix_edge_65_65000.csv,2/matrix_edge_65_65000.csv,2,0.19307184219360352,94,100,9400.0,0.9575531914893617,9001.0,399.0,86.0,100.0,95.75531914893617,2.6485088948744466,51.0,94.0,90.01,6.513823761816096,0,0.008382320404052734,1.0967254638671875e-05,0.008393287658691406,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9001.0,0.0,0.0,0.0,
matrix_edge_43_30000.csv,2/matrix_edge_43_30000.csv,2,0.20082783699035645,72,132,9504.0,0.8778409090909091,8343.0,1161.0,109.0,121.0,115.875,2.454799720275906,31.0,71.0,63.20454545454545,12.578684854633106,0,0.0062520503997802734,1.049041748046875e-05,0.006262540817260742,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8343.0,0.0,0.0,0.0,
